,tic,PERMNO,VOL,RET,risk_premium,SPREAD,size,s2p,epspxq,ceqq,mktrf,smb,hml,rf,umd,sprtrn,date_merge,sizeln
17669,USNA,84015,30249.0,-0.029091,-0.06359100000000001,0.25,1388578.0,0.00022362517625945392,1.88,441.65,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,14.143790759880398
17670,LIN,84169,65603.0,0.260417,0.225917,0.25,1771803.0,0.0006778405951451713,0.68,2259.0,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,14.387508230151997
17671,TTWO,84766,14049.0,0.012232,-0.022268000000000003,0.11,350073.875,0.0024591637979269375,1.58,3155.291,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,12.765899482621728
17672,APH,84769,1982.0,0.068063,0.033562999999999996,0.125,683183.25,0.00033522191886291124,0.46,-300.97,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,13.434518404177028
17673,GL,84777,5105.0,-0.020165,-0.054665000000000005,0.5,239134.0,0.002138010487843636,0.38,2528.902,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,12.384779343253319
17674,EGP,85082,8103.0,-0.058,-0.0925,0.125,262627.875,7.902055332092986e-05,0.56,263.236,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,12.478493385255398
17675,SM,85255,14510.0,-0.040865,-0.075365,0.125,730519.125,5.860079296349702e-05,0.08,289.006,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,13.501510690528335
17676,SLG,85265,22734.0,-0.007767,-0.042267,0.25,450597.0,8.816747559349042e-05,0.33,406.018,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,13.018328649168504
17677,CHRW,85478,5028.0,-0.022727,-0.057227,0.03125,20962.5,0.21702812164579607,1.09,1879.933,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,9.950490406131465
17678,COLM,85863,19514.0,0.635417,0.600917,3.5,496296.625,0.000350508126062715,0.91,149.124,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,13.114929061230024
17679,MAR,85913,92949.0,-0.065972,-0.100472,0.3125,8223565.375,0.000219369569978034,0.34,2556.0,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,15.922514416909937
17680,SEE,85926,85400.0,-0.030788,-0.065288,0.5,4103467.1875,0.00016676190371023894,-0.85,401.019,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,15.227342829797196
17681,MSTR,86211,35039.0,-0.226131,-0.260631,0.5,94113.25,0.000275837886801274,0.06,43.409,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,11.45225412331244
17682,TFC,86470,2499.0,-0.01,-0.044500000000000005,0.5,55191.375,0.015392133281694831,0.45,2738.472,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,10.918561970056883
17683,TFC,86470,2499.0,-0.01,-0.044500000000000005,0.5,55191.375,0.028167879492040197,0.52,4785.925,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,10.918561970056883
17684,NRG,88234,1147.0,-0.082353,-0.116853,0.625,23073.375,0.022161517333289995,0.04,2785.92,0.0345,-0.0377,-0.0277,0.0043,-0.0129,0.038794,1999-03,10.046434634356059
17685,TT,61209,2011.0,0.159091,0.115791,1.3125,119493.0,0.015191684868569706,0.78,2707.5,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.691013071232122
17686,MDC,66245,6481.0,0.368696,0.325396,0.125,432947.125,0.0008761947547289984,0.86,298.131,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.978370886364235
17687,RES,66683,2302.0,0.281553,0.238253,0.125,236354.25,0.00022839445451054932,0.01,143.066,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.373087017866354
17688,SRE,68567,108.0,-0.1,-0.1433,0.375,3484.6875,0.18624338624338624,0.59,997.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,8.156133649159681
17689,SCHL,69382,27997.0,0.179487,0.136187,0.25,176614.125,0.00035113839280974835,1.34,42.605,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.081722546965983
17690,BDN,70121,27684.0,0.161538,0.11823799999999998,0.125,717476.5,9.649375275705894e-05,0.15,706.154,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.483495473466295
17691,Y,71271,731.0,-0.002039,-0.045339,1.5,1324503.0,0.0001777421417694033,1.89,1247.428,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,14.096547852697359
17692,TECH,75694,12510.0,-0.049784,-0.093084,0.5,550368.8125,3.899930285384766e-05,0.18,86.771,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.218343900660088
17693,BKNG,75901,10223.0,-0.064159,-0.107459,1.0,403066.125,4.7121300506213465e-05,-0.81,54.964,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.906855909354716
17694,TYL,76185,21815.0,0.342857,0.299557,0.125,208809.25,8.482861750616891e-05,-0.03,76.346,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.249176434775654
17695,EXPO,76261,4476.0,0.044444,0.0011439999999999992,0.1875,41377.625,0.0004930200802970204,0.06,58.315,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,10.630495554775633
17696,MTRX,76279,10233.0,0.037037,-0.006262999999999998,1.0,33274.5,0.0016649085636147802,0.11,66.074,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,10.412546616854398
17697,DHC,76515,10878.0,0.717391,0.674091,0.5,76906.5,0.0003040705271986113,0.48,642.069,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.250345677279276
17698,OFC,77239,11809.0,0.135922,0.09262199999999998,0.25,122864.625,0.00013964149567053982,0.16,168.771,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.718838418482767
17699,SCHL,77354,10554.0,-0.032609,-0.075909,0.75,736925.5625,0.0005471380292904413,1.94,335.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.510242165392135
17700,STAR,77405,76543.0,0.060976,0.017676000000000004,0.03125,389466.375,0.00012414165407732567,0.42,970.684,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.872532811939966
17701,REX,77780,32415.0,-0.17037,-0.21367,1.0,386750.0,0.0003146735617323853,0.7,55.594,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.865533768435313
17702,CAKE,77902,41988.0,0.178947,0.135647,0.5,564984.0,0.0001289806436996446,0.15,160.291,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.244552691143529
17703,CB,79059,4073.0,0.428571,0.385271,1.125,4755.0,2.098843322818086,5.36,59441.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,8.46695197497949
17704,DIN,79064,11755.0,-0.052632,-0.09593199999999999,0.375,13099.5,0.005274857819000725,0.78,187.868,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,9.480329340521898
17705,DIN,79064,11755.0,-0.052632,-0.09593199999999999,0.375,13099.5,0.005274857819000725,0.78,187.868,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,9.480329340521898
17706,DIN,80780,2057.0,0.0,-0.0433,0.375,10048.5,0.006876449221276807,0.78,187.868,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,9.215178648616432
17707,DIN,80780,2057.0,0.0,-0.0433,0.375,10048.5,0.006876449221276807,0.78,187.868,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,9.215178648616432
17708,FOSL,79089,16489.0,0.031447,-0.011852999999999995,0.03125,643843.5,0.00015702729001690628,0.61,134.919,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.375210963131828
17709,TWI,79198,9239.0,0.292683,0.24938300000000002,0.125,207524.8125,0.000688838111828194,-0.25,247.037,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.243006189817226
17710,ALL,79323,509008.0,-0.01855,-0.06185,0.375,29586952.125,0.00021813669663346574,0.93,17240.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,17.202844015522665
17711,DFS,79337,4796.0,0.00813,-0.03517,0.25,294515.5,0.004580261480295604,0.31,30217.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.593086912267733
17712,SGMS,79436,16852.0,0.136364,0.09306400000000001,0.25,67062.5,0.007157502329916123,-1.57,-2653.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.113380299373054
17713,CASH,79571,410.0,0.029536,-0.013763999999999998,0.375,38353.75,0.00024010689958609,0.37,41.653,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,10.55460758558726
17714,ROCK,79862,3535.0,0.175549,0.132249,0.75,292593.75,0.0004923242550464595,0.39,160.308,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.5865404071213
17715,CPRT,80320,33081.0,-0.126506,-0.169806,0.0625,483720.0,6.241834118911767e-05,0.32,164.668,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.089261505899211
17716,FR,80683,27871.0,0.122715,0.07941500000000001,0.375,1021787.5,9.188701173189141e-05,0.03,1054.758,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.837064102490247
17717,CPE,80926,3495.0,-0.016854,-0.060154,0.75,93450.0,7.142857142857142e-05,-4.27,84.471,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.445181812883709
17718,L,81301,19070.0,-0.047745,-0.091045,0.5,1047270.3125,0.004694776450086758,-2.78,10201.2,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.861697634658421
17719,HA,81666,7228.0,0.023256,-0.020044,0.625,112741.75,0.0009014761612268747,0.01,90.887,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.632855083956109
17720,LECO,81678,25291.0,0.107383,0.064083,0.125,993382.5,0.0002865774261173314,0.45,490.933,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.808871065232854
17721,POOL,82515,18320.0,0.3125,0.2692,0.3125,213866.625,0.00033327780807313904,-0.27,80.564,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.273107852040877
17722,EME,82771,4279.0,0.102804,0.05950400000000001,0.0625,251118.75,0.009085319196595236,1.45,2052.668,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.433681213803542
17723,MSM,82777,62659.0,0.268382,0.225082,0.25,730149.375,0.00021290301042851676,0.18,315.066,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.501004415479755
17724,TAP,83382,206735.0,0.612903,0.569603,0.25,72275.0,0.0069931373227257,0.4,849.658,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.188233566884547
17725,SYKE,83422,87524.0,-0.365571,-0.408871,0.0625,830352.5,0.00017148259323600517,0.07,164.937,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.629605588408953
17726,DCOM,83815,10748.0,-0.012534,-0.055833999999999995,0.25,292725.0,0.00011318472969510632,0.46,177.443,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.586988880716925
17727,GES,83822,6338.0,0.244898,0.201598,0.0625,327196.375,0.00038516930390808884,0.1,100.409,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.698315804798503
17728,SRCL,83906,60337.0,-0.125581,-0.168881,0.375,172090.5,0.0001273864623555629,0.22,53.651,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.055775780211183
17729,TTEC,83916,41424.0,0.009524,-0.033776,0.25,404496.0,0.0002678295953482853,0.09,165.493,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.910397126680245
17730,ANF,83976,121209.0,0.027778,-0.015521999999999998,0.25,4894505.6875,4.6964701785322013e-05,0.48,116.051,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,15.403623845701539
17731,USNA,84015,23745.0,0.123596,0.080296,0.25,1560200.0,0.00019902640687091398,1.88,441.65,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,14.26032457613635
17732,LIN,84169,43640.0,0.008264,-0.035036,0.25,1788687.75,0.0006692056788559098,0.68,2332.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,14.39699280840866
17733,PLUS,84246,8821.0,-0.466667,-0.509967,0.75,3288.75,0.021268567084758647,0.24,41.872,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,8.098262832354502
17734,TTWO,84766,17072.0,0.132931,0.08963099999999999,0.11,396609.375,0.0021706219123035103,1.58,3155.291,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.890707133215075
17735,APH,84769,4551.0,-0.098039,-0.141339,0.125,616239.0,0.00037871020821467,0.46,-292.257,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.331390154281145
17736,GL,84777,6310.0,0.064655,0.021355000000000006,0.5,254595.25,0.0021230757447360075,0.51,2259.528,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.447430308214987
17737,EGP,85082,9502.0,0.120155,0.076855,0.125,294183.9375,7.224391712412918e-05,0.47,265.025,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.591960488446212
17738,SM,85255,8649.0,0.190476,0.147176,0.125,869012.5,4.926166194387307e-05,0.08,289.006,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.675112788493903
17739,SLG,85265,15387.0,0.056478,0.013178000000000002,0.25,480816.0,8.274475059066253e-05,0.29,404.826,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,13.083239939519656
17741,COLM,85863,12047.0,-0.308917,-0.352217,3.5,342982.0625,0.00032423561509138687,0.29,149.414,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,12.74543342886223
17742,MAR,85913,146460.0,0.24684,0.20354,0.3125,10241243.125,0.00024625916690167437,0.46,2570.0,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,16.141933569133165
17743,SEE,85926,125765.0,0.236341,0.193041,0.5,5077053.1875,0.00014209305543147808,0.57,437.045,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,15.440241570041685
17744,MSTR,86211,32106.0,-0.103896,-0.147196,0.5,140001.0,0.00020879136577595876,-0.08,46.28,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,11.849404844423074
17745,TFC,86470,1562.0,0.011594,-0.031706,0.5,55591.3125,0.03288706306403541,0.42,2758.548,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,10.92578221803037
17746,TFC,86470,1562.0,0.011594,-0.031706,0.5,55591.3125,0.03288706306403541,0.42,2758.548,0.0433,0.0395,0.0241,0.0037,-0.0906,0.037944,1999-04,10.92578221803037
17747,TT,61209,1481.0,0.023007,0.047607,1.3125,121836.0,0.014899537082635674,0.78,2707.5,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.710431157089223
17748,MDC,66245,4857.0,0.006369,0.030969,0.125,439911.5,0.0008623234446019256,0.86,298.131,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.994328849300176
17749,RES,66683,3258.0,0.095152,0.119752,0.125,256914.0,0.00021011700413367898,0.01,143.066,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.456496677525934
17750,SCHL,69382,14126.0,-0.094203,-0.069603,0.25,159976.5625,0.0003876567856619622,1.34,42.605,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.98278259911108
17751,BDN,70121,23877.0,0.029801,0.054401000000000005,0.125,738858.25,9.370132904383216e-05,0.15,706.154,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.51286136827066
17752,Y,71271,576.0,-0.013624,0.010976,1.5,1326368.0,0.0001774922193539048,1.89,1247.428,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,14.097954937619791
17753,TECH,75694,15502.0,-0.084282,-0.059682,0.5,503982.375,4.258879092746051e-05,0.18,86.771,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.130296576203937
17754,BKNG,75901,8979.0,0.016265,0.040865,1.0,406877.625,4.667988317126064e-05,-0.81,54.964,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.916267743537063
17755,TYL,76185,7996.0,0.021277,0.045877,0.125,213252.0,8.306135464145707e-05,-0.03,76.346,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.270229843973487
17756,EXPO,76261,2127.0,0.202128,0.226728,0.1875,49741.1875,0.00041012289865415854,0.06,58.315,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,10.81458859121797
17757,MTRX,76279,12498.0,0.142857,0.16745700000000002,1.0,35800.0,0.0015474581005586593,0.11,66.074,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,10.485703172388792
17758,DHC,76515,5022.0,0.075949,0.100549,0.5,82747.5,0.00028260672527870935,0.48,642.069,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.323549081302572
17759,OFC,77239,5869.0,0.094017,0.118617,0.25,134416.0,0.00012764105463635282,0.16,168.771,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.808694747604628
17760,SCHL,77354,12607.0,0.025777,0.050377000000000005,0.75,759995.0,0.0005305298061171455,1.94,335.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.541067133293504
17761,STAR,77405,31589.0,-0.074713,-0.050113000000000005,0.03125,360368.3125,0.00013416551434443892,0.42,970.684,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.7948818777099
17762,REX,77780,71934.0,-0.035714,-0.011114000000000002,1.0,372937.5,0.000326328138092844,0.7,55.594,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.829166124264438
17763,CAKE,77902,25932.0,-0.013393,0.011207,0.5,557417.25,0.0001307315121661556,0.15,160.291,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.231069340806242
17764,CB,79059,1978.0,-0.05,-0.025400000000000002,1.125,4517.25,2.2093087608611435,5.36,59441.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,8.41565868059194
17765,DIN,79064,8876.0,-0.111111,-0.086511,0.375,11644.0,0.005934215046375816,0.78,187.868,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,9.362546304865514
17766,DIN,79064,8876.0,-0.111111,-0.086511,0.375,11644.0,0.005934215046375816,0.78,187.868,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,9.362546304865514
17767,DIN,80780,23255.0,-0.25,-0.2254,0.375,7536.375,0.00916859896170241,0.78,187.868,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,8.927496576164652
17768,DIN,80780,23255.0,-0.25,-0.2254,0.375,7536.375,0.00916859896170241,0.78,187.868,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,8.927496576164652
17769,FOSL,79089,39853.0,0.363821,0.388421,0.03125,878087.375,0.00011513774469197897,0.61,134.919,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.6855013836112
17770,TWI,79198,6248.0,-0.056604,-0.032004000000000005,0.125,195712.5,0.0007304132336973877,-0.25,247.037,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.184402024619779
17771,ALL,79323,494885.0,0.00756,0.03216,0.375,29454843.0,0.00021911507048263677,0.93,17240.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,17.19836890275906
17772,DFS,79337,6116.0,0.112903,0.13750300000000001,0.25,330165.0,0.004085708660821105,0.31,30217.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.707347808484315
17773,SGMS,79436,8884.0,-0.18,-0.15539999999999998,0.25,54991.25,0.008728661377946492,-1.57,-2653.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,10.914929360649216
17774,CASH,79571,1024.0,-0.020492,0.0041080000000000005,0.375,37567.8125,0.0002451300564811965,0.37,41.653,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,10.53390291222557
17775,ROCK,79862,5567.0,-0.074667,-0.050067,0.75,270746.75,0.0005320507079032342,0.39,160.308,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.508939161097748
17776,CPRT,80320,31224.0,0.006897,0.031497,0.0625,487056.0,6.58117341743044e-05,0.18,169.921,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.096134385186973
17777,FR,80683,19152.0,0.006977,0.031577,0.375,1029295.125,9.121679265701369e-05,0.03,1054.758,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.84438478127493
17778,CPE,80926,2540.0,-0.017143,0.007457000000000002,0.75,91869.5,7.265741078377481e-05,-4.27,84.471,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.428124370777642
17779,L,81301,10789.0,0.168802,0.19340200000000002,0.5,1219384.375,0.004032116616222838,-2.78,10201.2,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,14.013856678694898
17780,HA,81666,7020.0,0.0,0.0246,0.625,112741.75,0.0009014761612268747,0.01,90.887,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.632855083956109
17781,LECO,81678,18535.0,0.084848,0.109448,0.125,1077669.5,0.0002641635492142999,0.45,490.933,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.89031139717303
17782,POOL,82515,10928.0,0.040816,0.065416,0.3125,222595.875,0.00032020809010948654,-0.27,80.564,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.313113186654576
17783,EME,82771,1716.0,0.059322,0.083922,0.0625,266281.25,0.008567985917145875,1.45,2052.668,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.492308360010366
17784,MSM,82777,33341.0,-0.124638,-0.100038,0.25,639145.25,0.00024321701522463007,0.18,315.066,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.367887015823266
17785,TAP,83382,78195.0,-0.015,0.009600000000000001,0.25,71190.875,0.007099631799721523,0.4,849.658,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,11.173119929074499
17786,SYKE,83422,114796.0,0.518293,0.542893,0.0625,1260718.125,0.00011294435859720824,0.07,164.937,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,14.047192057049463
17787,DCOM,83815,4623.0,-0.016667,0.007932999999999999,0.25,287846.25,0.00011510311494417592,0.46,177.443,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.570181762400544
17788,GES,83822,12338.0,0.42623,0.45083,0.0625,466972.5,0.00026987884725545935,0.1,100.409,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.054025648407519
17789,SRCL,83906,25444.0,0.117021,0.141621,0.375,192228.75,0.00011404121391831347,0.22,53.651,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.166441348098703
17790,TTEC,83916,102977.0,0.132075,0.156675,0.25,457920.0,0.00023658280922431865,0.09,165.493,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.034449775350224
17791,ANF,83976,194194.0,-0.112722,-0.088122,0.25,4342784.875,7.013425918316987e-05,1.17,186.105,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,15.28402637655768
17792,USNA,84015,24069.0,0.0225,0.0471,0.25,1595304.5,0.00019464685268549047,1.88,441.65,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,14.28257518507117
17793,LIN,84169,44619.0,-0.128415,-0.103815,0.25,1568762.25,0.000763021930187318,0.68,2332.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,14.265797490596682
17794,TTWO,84766,12597.0,-0.043959,-0.019358999999999998,0.11,374399.25,0.0022993876189655827,1.58,3155.291,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.833078020378439
17795,APH,84769,2210.0,0.09058,0.11517999999999999,0.125,672057.75,0.00034725587198421566,0.46,-292.257,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.41809955331287
17796,GL,84777,7084.0,0.02834,0.05294,0.5,260651.625,0.0020737449843253423,0.51,2259.528,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.470940024590783
17797,EGP,85082,8639.0,0.124567,0.149167,0.125,325629.6875,6.526739058458851e-05,0.47,265.025,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.69351608677963
17798,SM,85255,4973.0,0.012632,0.037232,0.125,884438.75,4.8402447314751864e-05,0.08,289.006,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.692708542021409
17799,SLG,85265,13793.0,0.09434,0.11893999999999999,0.25,526176.0,7.561158243629507e-05,0.29,404.826,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,13.173391036513953
17800,CHRW,85478,2625.0,-0.075,-0.0504,0.125,18037.5,0.2522218711018711,1.09,1879.933,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,9.800208203082127
17801,COLM,85863,11601.0,0.078341,0.10294099999999999,3.5,369851.625,0.00030068003621722627,0.29,149.414,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.820857190679472
17802,MAR,85913,84371.0,-0.091045,-0.066445,0.3125,9496898.25,0.0002655603896777561,0.46,2570.0,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,16.06647580325804
17803,SEE,85926,129869.0,0.021583,0.046183,0.5,5187499.625,0.00013906776908923632,0.57,437.045,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,15.46176237123193
17804,MSTR,86211,40430.0,0.449275,0.473875,0.5,202900.0,0.00014406604238541155,-0.08,46.28,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,12.220468525813907
17805,TFC,86470,2794.0,-0.038849,-0.014249000000000001,0.5,53191.6875,0.034370689969179864,0.42,2758.548,-0.0246,0.0337,0.023,0.0034,-0.0528,-0.02497,1999-05,10.881657413121433
17806,TT,61209,1211.0,0.009615,-0.038085,1.3125,120822.1875,0.015024558299774202,0.78,2707.5,0.0477,0.0314,-0.0327,0.004,0.0488,0.054438,1999-06,11.702075218974949
17807,MDC,66245,14843.0,0.088608,0.04090800000000001,0.125,478891.0,0.000792134327018048,0.86,298.131,0.0477,0.0314,-0.0327,0.004,0.0488,0.054438,1999-06,13.079228293086663
17808,RES,66683,1304.0,-0.027778,-0.075478,0.125,249777.5,0.00021612034710892695,0.01,143.066,0.0477,0.0314,-0.0327,0.004,0.0488,0.054438,1999-06,12.428325800559238
