,tic,PERMNO,VOL,RET,risk_premium,SPREAD,size,s2p,epspxq,ceqq,mktrf,smb,hml,rf,umd,sprtrn,date_merge,sizeln
2188,PRA,76838,7218.0,0.110769,0.06836900000000001,0.25,465310.95,0.00027552328179682856,0.11,421.202,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.050461170760222
2189,WNC,77117,14370.0,-0.099181,-0.141581,0.375,227799.0,0.0010620986044714857,-2.69,266.173,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.336218940169957
2190,WETF,77219,1079.0,0.309091,0.266691,0.1,817.92,0.08026701877934272,-0.1,266.265,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,6.7067645323090606
2191,OFC,77239,35425.0,0.090984,0.048583999999999995,0.25,272362.1,0.0001190106846730878,0.14,264.206,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.514887709950495
2192,SMG,77300,31319.0,-0.026165,-0.068565,0.25,1338652.98,0.00017823887412554075,-2.24,506.2,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.10717442752974
2193,ROP,77338,31798.0,0.063957,0.021557,0.375,1551838.26,0.0001057088256091843,0.55,323.506,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.254950760377127
2194,SCHL,77354,46071.0,0.080558,0.038158000000000004,0.75,2018685.88,0.0003156508926490337,1.88,534.2,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.517957303219571
2195,STAR,77405,41354.0,0.059331,0.016931,0.03125,517131.95,0.00023046729176180277,0.56,1821.415,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.156053343363999
2196,BKE,77584,8895.0,0.014493,-0.027907,0.375,515945.5,0.00021541422495205404,0.53,214.177,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.15375641873046
2197,FCF,77643,9595.0,0.088618,0.046218,0.375,775254.96,0.00011391865200062701,0.22,380.553,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.560947234878379
2198,REX,77780,9960.0,0.136069,0.093669,1.0,176935.88,0.0006878197909886903,0.7,55.594,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.083542686036997
2199,CAKE,77902,81553.0,0.081794,0.039394000000000005,0.5,1789170.3,7.691833471637664e-05,0.21,272.179,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.39726255080547
2200,MTX,78015,18971.0,0.030526,-0.011874,0.25,1057218.03,0.0001654445866762223,0.69,494.09,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.871151516050386
2201,MTX,78033,36993.0,-0.005944,-0.048344,0.125,1717192.0999999999,0.00025145701520522956,0.91,1460.8,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.356201014809498
2202,RH,78042,384.0,0.007692,-0.034708,0.625,53672.01,0.0014067667672591356,-0.36,82.411,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.890646915559595
2203,TCO,78089,70471.0,-0.00228,-0.04468,0.25,757397.52,0.00010968612624979283,-0.05,435.973,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.537643520084819
2204,CKH,78146,6279.0,-0.145833,-0.18823299999999998,0.25,3528.4599999999996,0.060516769355469534,0.54,844.611,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,8.168616794114762
2205,AMCR,78876,57378.0,-0.164,-0.2064,0.125,393212.6,0.00999709063239581,0.44,2996.559,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.882105711502662
2207,FOSL,79089,26536.0,0.039078,-0.0033219999999999986,0.03125,808761.44,0.0001681583632374956,0.36,246.736,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.60325926998314
2208,ATR,79133,22510.0,0.013006,-0.029394,0.125,1257594.0,0.00017621903412389054,0.44,470.513,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.044710929653332
2209,TWI,79198,3140.0,0.117068,0.07466800000000001,0.125,105707.7,0.000950914644817738,-0.46,213.917,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.568433016887184
2210,SKT,79238,8297.0,0.088176,0.045776000000000004,0.125,212365.40000000002,0.00012453535274578625,0.11,78.45,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.266063654891921
2211,ALL,79323,394240.0,0.078527,0.036127,0.375,26858586.930000003,0.00026706542748114703,0.32,17293.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,17.10609613896364
2212,SGMS,79436,1328.0,0.053604,0.011203999999999999,0.25,36103.8,0.013294999418343775,-1.57,-2653.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.494153401939089
2213,CPT,79452,24265.0,0.104306,0.061905999999999996,0.375,1595078.88,7.03526335951486e-05,0.45,934.829,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.2824337475237
2214,BFS,79558,2140.0,0.018349,-0.024051,0.5,326451.0,6.596089459061238e-05,0.3,-26.928,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.696035139866328
2215,CASH,79571,1619.0,0.011169,-0.031231000000000002,0.14,32898.7,0.00030232197624830163,0.18,43.727,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.401188422294966
2216,MOV,79611,5706.0,0.192935,0.150535,0.25,214210.05,0.00042062919083395015,0.64,173.06,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.274712354662642
2217,CAL,79641,259624.0,-0.100952,-0.143352,1.5,1801916.6400000001,0.0002565940009300319,0.69,286.731,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.404361456368974
2218,IT,79698,50719.0,0.092295,0.049895,0.0625,671819.1,0.00033901090338157993,-0.08,-34.518,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.417744386836853
2219,IT,79698,50719.0,0.092295,0.049895,0.0625,671819.1,0.00033901090338157993,-0.08,-34.518,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.417744386836853
2220,IT,87030,17476.0,0.13438,0.09198,0.0625,423124.0,0.0005382677418439984,-0.08,-34.518,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.955420559278085
2221,IT,87030,17476.0,0.13438,0.09198,0.0625,423124.0,0.0005382677418439984,-0.08,-34.518,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.955420559278085
2222,ROCK,79862,31146.0,0.2866,0.24420000000000003,0.75,342894.08,0.00047094426360466766,0.29,216.656,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.745176873793376
2223,CPRT,80320,271779.0,0.031627,-0.010772999999999998,0.0625,1628108.82,4.4396909538270295e-05,0.23,290.896,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.302929666062589
2224,ADC,80412,4252.0,0.090691,0.048290999999999994,0.125,78694.2,7.968821082112786e-05,0.48,51.517,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.273324734103925
2225,FR,80683,31275.0,0.08986,0.047459999999999995,0.375,1333866.25,6.583343719806989e-05,0.72,1029.647,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.103592238062284
2227,CPE,80926,44377.0,0.793104,0.750704,0.75,104504.4,0.00011869356696942904,0.0,154.413,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.556984454763759
2228,DRI,81655,300916.0,-0.039972,-0.082372,0.125,4751627.760000001,0.0002119444221783905,0.31,1101.772,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,15.37399780362307
2229,HA,81666,14321.0,-0.314607,-0.357007,0.625,104172.75,0.001646707032309313,0.34,31.733,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.55380585778527
2230,LECO,81678,24815.0,0.105891,0.06349099999999999,0.125,1208253.87,0.0001985634029047223,0.45,484.222,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.004686792681717
2231,POOL,82515,38468.0,0.055462,0.013061999999999997,0.3125,785879.2,0.000299972311266159,0.5,150.158,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.574558370032461
2232,SAM,82634,10079.0,0.148289,0.10588900000000001,0.125,184914.6,0.0002655550183706424,0.17,82.112,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.127649375858779
2233,CLB,82656,25844.0,0.204898,0.162498,0.25,490164.83999999997,0.00019809050359466827,0.27,277.865,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.102497021677536
2234,EME,82694,22208.0,0.098693,0.056293,0.5,859676.0,0.0009871498099283916,1.03,404.195,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.664310853057723
2235,MSM,82777,24548.0,0.085823,0.043422999999999996,0.25,835735.5,0.0002259710159494242,0.12,484.156,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.636067454445927
2236,NEO,82834,523.0,-0.081081,-0.12348100000000001,0.14,956.4200000000001,0.00013174128520942682,-0.01,-0.069,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,6.863197147117927
2237,SYKE,83422,25630.0,0.16747,0.12507000000000001,0.0625,391243.44,0.000288163298022326,0.04,202.265,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.877085253922774
2238,DCOM,83815,18220.0,0.051195,0.008794999999999997,0.25,530468.4,9.286698321709643e-05,0.53,234.984,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.181515668815276
2239,GES,83822,9760.0,-0.144114,-0.18651399999999999,0.0625,341184.12,0.0004755496826757353,0.03,176.844,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.740177551898746
2240,SRCL,83906,37397.0,-0.030212,-0.072612,0.375,1171079.359,7.792896296791446e-05,0.36,154.243,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.973436410565363
2241,TTEC,83916,84766.0,0.154772,0.112372,0.25,1033102.75,0.00021567845018319814,0.03,336.591,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.848077210725389
2242,ANF,83976,280893.0,0.156156,0.113756,0.25,3045196.0,0.0001164040015815074,0.44,510.32,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.929075824870708
2243,USNA,84015,41642.0,0.124708,0.08230799999999999,0.25,1811806.4,0.00017138751690026045,1.88,441.65,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.409834916609805
2244,LIN,84169,89319.0,0.067109,0.024709000000000002,0.25,1240037.01,0.001024969407969525,0.38,2301.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.030651783910008
2245,CNO,84363,6383.0,0.0625,0.0201,0.0625,29403.2,0.06074848996027643,-1.21,4447.2,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.288858790941159
2246,KRC,84392,23409.0,0.101919,0.059518999999999996,0.25,775887.84,6.1029439512803804e-05,0.28,444.183,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.561763252636535
2247,APH,84769,25437.0,0.109531,0.067131,0.125,1979593.2,0.00012759237604978638,0.4,109.694,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.498401927016587
2248,GL,84777,16121.0,0.085106,0.042706,0.5,280069.02,0.0024518599022483817,0.84,2535.176,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.542791351775254
2249,MMS,85067,42459.0,-0.126989,-0.16938899999999998,0.25,711430.23,0.00017868934245315947,0.53,301.414,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.475032631268107
2250,EGP,85082,9328.0,0.07765,0.03525,0.125,411000.80000000005,6.804123009006307e-05,0.39,263.779,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.926350439948497
2251,SM,85255,43480.0,0.082707,0.040307,0.125,3668371.2,1.1669756866480686e-05,0.08,289.006,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,15.115258306801957
2252,SLG,85265,43307.0,0.066494,0.024093999999999997,0.25,1009142.4,6.192386723617995e-05,0.42,610.39,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.824611419209385
2253,CHRW,85478,714.0,0.223022,0.180622,0.08,13260.0,0.34309592760180996,1.09,1879.933,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,9.492507263739853
2254,URI,85663,231337.0,0.12947,0.08707000000000001,0.25,2039950.32,0.00038995214354043675,0.85,1596.646,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.528436012582684
2255,PWR,85792,49061.0,0.121271,0.078871,0.25,1030587.74,0.0004894993220082358,0.34,1187.551,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.84563981882258
2256,COLM,85863,33070.0,0.102893,0.060493,3.5,1319924.0999999999,0.00023155119298147523,1.26,328.744,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.093084792909366
2257,MAR,85913,220662.0,0.13884,0.09644,0.3125,10858616.450000001,0.00021853612851386786,0.41,3635.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,16.200469465643295
2258,SEE,85926,122358.0,0.046687,0.004286999999999999,0.5,3941113.88,0.00019441737116208377,0.4,824.944,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,15.186973951978887
2259,SRE,86136,137386.0,0.137993,0.09559300000000001,0.25,5224258.6,0.00027123465901936786,0.47,2755.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,15.468823451010296
2260,MSTR,86211,76837.0,0.133829,0.09142900000000001,0.5,141608.44999999998,0.00029256022504306776,0.37,-119.081,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.860821133602508
2261,CCI,86339,354688.0,0.064412,0.022011999999999997,1.3125,1426596.6400000001,0.00015308882264015425,-0.6,2472.305,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.170802193573056
2262,WDR,86423,676.0,0.142857,0.10045700000000002,0.5,614.5600000000001,0.19713290809684977,0.37,47.702,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,6.420906564597595
2263,WDR,86432,4303.0,0.126207,0.08380700000000002,0.3125,264306.0,0.0004583702223937406,0.37,47.702,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.484862801810301
2264,HT,86563,1361.0,0.115192,0.072792,0.2,16120.0,0.00023629032258064517,0.09,10.38,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,9.68781601606062
2265,EXTR,86822,978024.0,0.653418,0.6110180000000001,0.375,1195324.0,9.059384735854045e-05,-0.32,520.556,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.993927836305845
2266,LII,87034,22173.0,0.167983,0.125583,0.125,747762.86,0.001103371194445255,0.27,704.836,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.524841174605758
2267,ECPG,87078,34261.0,0.326316,0.283916,0.0625,241976.69999999998,0.0015811852959396505,1.18,1217.608,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.396596719511775
2268,DVN,87137,236569.0,0.106227,0.063827,0.125,7424408.7,7.125146545340371e-05,0.5,3767.505,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,15.820283603118257
2269,NTCT,87208,16869.0,0.03908,-0.0033200000000000035,0.25,392713.6,0.0005824575466701434,0.39,1978.235,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.880835872001057
2270,CIR,87271,1336.0,-0.02617,-0.06856999999999999,0.08,66464.16,0.003134787229688903,-0.66,206.041,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.104418133991189
2271,NAVI,87333,56262.0,0.1604,0.118,0.25,25533.441600000002,0.037769604862041,-1.25,1360.626,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,10.14774430726046
2272,A,87432,621374.0,0.122311,0.07991100000000001,0.0625,16222873.360000001,9.899602643510988e-05,-0.98,5659.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,16.601932740160994
2273,UPS,87447,363114.0,0.031558,-0.010841999999999997,0.5,23246089.599999998,0.00031824707412295275,0.5,9705.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,16.96164748660493
2274,MED,87535,84984.0,0.010638,-0.031762,0.25,136221.44999999998,8.963346080958616e-06,0.02,1.177,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.822037149284245
2275,PKG,87636,129710.0,0.914286,0.871886,0.3125,263430.60000000003,0.0065072167014765935,1.3,3246.3,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.481545234664472
2276,SLAB,87812,132838.0,0.357802,0.315402,0.125,1721878.21,1.1571666267848294e-05,-0.79,122.15,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.358926235568502
2277,MET,87842,495359.0,-0.01192,-0.05432,0.75,22320837.0,0.000350210881428864,0.2,16928.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,16.921031194774276
2278,EXEL,88159,67362.0,0.220354,0.177954,2.75,784885.4299999999,1.519712246410282e-05,-0.35,149.411,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.57329303706836
2279,NRG,88232,220549.0,0.041451,-0.0009489999999999985,0.25,614770.56,0.0012184561993339434,0.64,2173.204,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.329004404008815
2280,CRL,88281,64933.0,0.045179,0.0027789999999999968,0.0625,1367999.0,9.041307778733757e-05,0.27,277.667,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,14.128859646170213
2281,NNN,88378,238505.0,0.070552,0.028152000000000003,0.03125,343845.27,0.0004504671534379402,0.33,3974.3,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,12.747947038655113
2282,EQIX,88519,108371.0,-0.032,-0.0744,0.25,109198.87,0.00015730932014223226,-1.03,227.725,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.600925994254053
2283,SPTN,88568,15882.0,0.197452,0.155052,0.125,148640.31999999998,0.005658787602179544,0.49,230.539,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.909284706897877
2284,WW,88730,6592.0,0.023691,-0.018709,0.125,101053.05,0.0030807085981076274,0.24,-736.512,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,11.523400905453952
2285,FLO,88924,13443.0,0.028675,-0.013725000000000001,0.25,758980.5299999999,0.000508179043802349,0.43,626.611,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,13.539731403874832
2286,L,89130,1424769.0,-0.0125,-0.054900000000000004,0.5,30161921.92,0.0001492643609363206,0.82,9710.0,0.0424,0.0421,0.0107,0.0013,-0.0167,0.036739,2002-03,17.222090823211666
2287,COTY,13988,4131.0,0.1,0.09140000000000001,0.0625,21833.625,0.06483577509460751,-0.05,3077.4,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,9.991206491644633
2288,TT,61209,1650.0,0.0,-0.0086,1.25,60835.0,0.018801808169639188,0.49,1437.913,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.015920560221549
2289,MDC,66245,6816.0,-0.02439,-0.03299,0.125,95620.0,0.0020683016105417277,0.28,183.848,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.468137282180095
2290,SCHL,69382,3547.0,-0.06422,-0.07282,0.25,124542.0,0.0004979524979524979,1.34,42.605,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.732398287394975
2291,Y,71271,468.0,0.027027,0.018427,1.5,1054424.0,0.00044400544752395624,2.42,907.244,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,13.868505204231578
2292,TECH,75694,5420.0,-0.02381,-0.03241,0.5,95847.75,0.0001137115894739313,0.18,22.955,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.470516274019865
2293,TFC,75803,3308.0,0.013369,0.004769000000000001,0.125,58859.0,0.00630347100698279,0.55,590.017,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,10.98290003217661
2294,CFR,75901,1699.0,-0.053763,-0.062363,0.75,149688.0,0.0007915998610443054,0.64,383.701,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.916308406874068
2295,TYL,76185,3756.0,-0.103448,-0.112048,0.125,64184.25,0.00132636900797314,-0.02,113.553,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.069513132477633
2296,MTRX,76279,6905.0,-0.145455,-0.154055,1.0,54461.25,0.0008046271431522413,0.08,69.935,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,10.905244718590124
2297,CATY,76515,1906.0,0.089286,0.08068600000000001,0.125,115152.75,0.0015548651682222093,0.89,2418.144,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.654014786856846
2298,SCHL,77354,12668.0,0.085106,0.076506,0.75,749547.0,0.00011615682538920175,-0.69,195.428,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,13.52722430303101
2299,STAR,77405,68815.0,-0.090909,-0.099509,0.03125,674440.0,2.3723385327086177e-08,-0.04,2.311,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,13.421637995891917
2300,SPTN,77534,5392.0,0.018182,0.009582,0.5,104447.0,0.005421390753204975,1.59,128.745,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.556435044695736
2301,REX,77780,5891.0,0.1,0.09140000000000001,1.0,10770.375,0.011299513712382345,0.7,55.594,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,9.284554588485774
2302,CMD,77854,24191.0,-0.044444,-0.053043999999999994,1.5,578543.5,1.2578138031107427e-05,0.11,5.188,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,13.268269017257358
2303,CAKE,77902,7145.0,-0.030769,-0.039369,0.5,167186.25,0.00012222296989136368,0.18,60.985,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,12.026863739408999
2304,FOSL,79089,49110.0,-0.487805,-0.496405,0.03125,172764.375,0.00019875625400201866,0.19,38.059,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,12.059683950903095
2305,ALL,79323,61396.0,0.01291,0.00431,0.375,10677050.0,0.0004898729517984837,0.89,8819.598,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,16.183607136112855
2306,DFS,79337,2183.0,0.078983,0.070383,0.375,136429.75,0.009887564845644004,0.31,30217.0,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.823565109113696
2307,SGMS,79354,9973.0,-0.01634,-0.02494,0.375,1408755.25,0.00034072632559843164,-1.57,-2653.0,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,14.158217071037253
2308,RC,79441,1330.0,0.053506,0.044906,0.125,52580.0,0.0003499809813617345,4.14,136.631,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,10.870091098283872
2309,CASH,79571,498.0,-0.044262,-0.052862000000000006,0.75,26578.5,0.00018511202663807212,0.43,34.454,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,10.187857897266234
2310,MAR,79764,52264.0,0.074095,0.065495,0.3125,3489750.0,0.0005679489934809084,0.36,765.0,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,15.065340658375005
2311,ROCK,79862,3261.0,0.02381,0.015210000000000001,0.75,109252.25,0.0004697019969840438,0.24,56.289,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.601414707711438
2312,ARWR,80071,482.0,-0.088608,-0.097208,0.375,62991.0,0.00033819117016716676,-0.2,454.472,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.05074713802576
2313,MAA,80189,3713.0,0.046512,0.037912,0.125,192330.0,0.002299916809650081,0.72,5871.624,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,12.166967925649413
2314,DSPG,80264,12603.0,-0.377049,-0.385649,0.5,29516.5,0.0010802432537733134,-0.06,156.238,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,10.292704707999542
2315,CPRT,80320,3771.0,0.029197,0.020597,0.0625,157920.0,4.7935663627152994e-05,0.12,49.288,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.969843854667308
2316,FR,80683,10732.0,0.109583,0.100983,0.375,368179.5,3.565652080031615e-05,-0.04,269.326,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,12.816325869968233
2317,GBX,80750,4093.0,0.086957,0.07835700000000001,0.75,26078.125,0.01545314319952067,-0.3,1280.407,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,10.1688521192843
2318,AVNT,88605,4810.0,-0.08,-0.0886,0.1,66631.0,0.014963005207786166,0.81,1697.1,0.0086,0.0019,-0.0009,0.0044,0.035,0.012299,1994-12,11.1069252136985
